,Base D* Path Length,Base D* Time,Opportunistic D* Path Length,Opportunistic D* # Replans,Opportunistic D* Time,Risk-Averse D* Path Length,Risk-Averse D* # Replans,Risk-Averse D* Time,Moderate Aversion D* Path Length,Moderate Aversion D* # Replans,Moderate Aversion D* Time,Base A* Path Length,Base A* Time,Opportunistic A* Path Length,Opportunistic A* # Replans,Opportunistic A* Time,Risk-Averse A* Path Length,Risk-Averse A* # Replans,Risk-Averse A* Time,Moderate Aversion A* Path Length,Moderate Aversion A* # Replans,Moderate Aversion A* Time
43,34,0.020429243999998903,34,0,0.022338912999998684,44,1,0.5795649520000055,34,0,0.08501719899999927,34,0.01644616999999471,38,2,0.06592139500000371,34,0,0.33890477199999935,34,0,0.03240653600000343
44,,7.45549999976447e-05,,,,,,,,,,,0.08041520300000116,,,,,,,,,
45,49,0.025665261999996858,49,4,0.2891048359999999,61,0,0.19902851100000163,51,0,0.06416835500000673,49,0.043379528000002665,60,7,0.23854878399999535,52,1,0.17413474800000017,52,1,0.07723283800000047
46,26,0.006370764000003248,26,0,0.0073914600000009045,34,0,0.07125964600000145,34,0,0.03807053999999965,26,0.006006544000001668,27,1,0.010172973999999613,28,0,0.11866846499999895,28,0,0.022597027000003322
47,58,0.07008843599999892,,,,80,1,0.48169431399999496,80,1,0.422558439999996,58,0.06876368500000041,74,6,0.20885666699999916,98,0,0.09817398299999525,60,0,0.10316325899999867
48,33,0.01063291399999855,33,2,0.3226921950000019,33,0,0.012637265000002174,33,0,0.012342775000000472,33,0.023163780999993833,33,0,0.03833799699999929,35,0,0.016681239999996933,51,4,0.1669601899999975
49,48,0.017108172999996896,48,6,0.8935841040000057,92,0,0.31916149599999954,,,,48,0.027121326000006718,,,,92,0,0.090419629000003,87,9,0.12075672699999984
50,28,0.009800512000005313,28,2,0.024031148000005942,34,0,0.010843575000002659,34,0,0.010919024000003219,28,0.008294956999996828,29,1,0.011491979999995294,31,1,0.6520904260000009,32,2,0.028944881999997563
51,51,0.015369951000003823,51,14,0.597368999000004,81,1,0.19767799400000285,55,0,0.2178832600000007,51,0.04631968700000044,206,27,1.3264931040000008,81,0,0.1391495450000022,56,1,0.2013108469999878
52,69,0.1328472090000048,69,9,0.47299495900000466,73,0,0.5594344569999947,73,0,0.4404594490000022,69,0.115899689999992,107,10,0.8234738729999975,94,5,0.763574699000003,74,3,0.6595186520000027
53,47,0.015618877000008524,47,7,0.46764233500000785,,,,,,,47,0.039299969000012425,,,,112,17,4.486608717999999,109,20,0.8636983659999942
54,31,0.01813853000000165,,,,31,1,0.20104688199999998,31,1,0.032911662000003616,31,0.007157497999997986,43,4,0.013492569999996817,57,4,0.18076142299999276,43,4,0.017844433000007598
55,20,0.004997055000004025,20,2,0.010149480999999128,36,1,0.02127908200000661,36,2,0.21986087700000212,20,0.0034263170000059517,25,3,0.02419921700000316,36,0,0.008889124999996056,24,2,0.0163749609999968
56,47,0.02412103199999649,47,1,0.07402820800000143,47,0,0.022578906999996207,47,0,0.020584851999998932,47,0.060320951999997874,67,6,0.3232119129999944,47,0,0.08940004500000498,47,0,0.11437167600000464
57,46,0.021338354999997478,46,5,0.7456332809999964,64,1,0.06392653899999345,64,1,0.1142347109999946,46,0.019881517000001736,87,9,0.07967457899999886,64,0,0.021326712999993447,56,4,0.057018020999990426
58,39,0.008066335999998842,39,1,0.023901817999998798,61,0,0.027780449999994516,61,0,0.03484349200000736,39,0.039889328000001,40,1,0.04532796300000541,44,1,0.21710924100000284,44,1,0.05695412199999339
59,40,0.00816919899999391,40,0,0.012194366999992212,58,0,0.04514914799999303,58,1,0.12075643200000741,40,0.04522771099999545,44,4,0.13080820999999787,41,1,0.23643425500000603,41,1,0.11368019799999729
60,39,0.02391121199998736,39,7,0.5004396430000071,,,,39,2,0.08450556299999334,39,0.05162132200000258,50,5,0.23219828700000278,40,1,0.29204527799998914,40,1,0.11703948800000319
61,21,0.004242222000002016,21,1,0.008069688000006181,31,0,0.33851167800000326,23,0,0.050480243999999175,21,0.004819016000013221,21,0,0.007537188000000583,21,0,0.1872025600000029,21,0,0.0111025920000003
62,62,0.10130733900000166,62,5,0.5521283460000035,84,3,0.19788551100000973,84,4,0.4402045390000069,62,0.06276980100000173,67,3,0.18107692099999895,81,5,1.2319848480000104,81,5,0.4608645810000098
63,4,0.00023393200000043635,4,0,0.00023511300000222946,4,0,0.00018883700001026682,4,0,0.00018676300000208812,4,9.800600000176019e-05,4,0,9.863200000381767e-05,4,0,9.428100000263839e-05,4,0,9.355699999957778e-05
64,50,0.038191707000009956,50,9,0.35717343700000015,66,0,0.2915314130000013,72,2,0.23686490800000115,50,0.050510533999997165,58,4,0.17717521000000147,58,2,0.13587885999999116,58,2,0.17877333399999884
65,46,0.028413388999993572,46,2,0.07401505299999656,74,2,0.6197950729999917,52,0,0.31287041899999224,46,0.024061337999995658,47,1,0.06689291799999353,56,2,0.09854884699998934,48,2,0.12034586600000807
66,26,0.013550193000000377,26,0,0.01603516999999499,26,0,0.28034666499999616,26,0,0.024294181999991338,26,0.013164213999999674,39,7,0.05226947399999915,26,0,0.013108192000004237,26,0,0.014367168000006814
67,31,0.00906479700000773,31,2,0.035458291000011855,39,1,0.27897372399999654,39,1,0.12524779200001035,31,0.008925500999993119,35,4,0.05140589799999873,34,1,0.14186868600000935,35,2,0.023775913000008586
68,18,0.003065337999998974,18,1,0.2303760279999949,20,3,0.13526468699998873,20,3,0.2433371620000031,18,0.005190777999999341,19,1,0.01472423500000275,26,0,0.07408363000000406,22,2,0.008765251999989232
69,27,0.0073246820000036905,27,0,0.008669913000005636,33,0,0.5455016089999987,33,0,0.07832520499999873,27,0.011984490000003234,32,1,0.030110372999999413,33,0,0.012590277999990462,36,1,0.03209312900000327
70,49,0.013595184000010363,,,,,,,,,,49,0.014363867000000141,70,7,0.0662778269999933,70,5,0.7128526749999935,70,5,0.07843907400000205
71,39,0.016100902000005135,39,0,0.024100867999990783,95,1,0.6495906600000012,53,0,0.19886485600000015,39,0.02821322400001236,41,2,0.06982320000000186,97,0,0.052844364000009136,44,1,0.08630059299999004
72,,0.2002744010000015,,,,,,,,,,,0.000303707000000486,,,,,,,,,
73,38,0.012243449000010287,,,,40,0,0.01541881100000353,40,0,0.015945177000006083,38,0.034400879000003215,54,8,0.12610849799999357,40,0,0.04642424299998993,44,2,0.06265304100000435
74,23,0.007889312000003201,23,0,0.009172863000003417,47,0,0.049457942999993065,23,0,0.01817540799999051,23,0.006719520000004309,24,1,0.01968340499999499,47,0,0.017244242999993276,23,0,0.010477867999995283
75,39,0.008923874000004162,,,,67,0,0.09491706000000022,,,,39,0.029202994000002036,114,11,0.12970980999999426,44,3,0.9328204250000027,44,3,0.15954744200000448
76,67,0.04573910699998862,67,16,1.196008183999993,,,,93,3,0.45130223099999967,67,0.04963310799999476,143,20,1.468752041000002,114,11,0.7337640249999993,90,9,0.670768816000006
77,14,0.003141597999999135,14,0,0.0035383400000057463,14,0,0.003461901000008538,14,0,0.0035345340000105807,14,0.0031175689999969336,16,2,0.007767989000001307,14,0,0.0025675589999991644,14,0,0.0028102379999950244
78,42,0.049308573000004685,42,2,0.2722683749999959,62,4,0.5878404739999894,62,5,0.35219476299999997,42,0.04319026699999995,51,7,0.30867611299999,66,2,0.8406919690000052,42,0,0.08145677499999238
79,9,0.000986105999999154,9,0,0.001011786999995934,9,0,0.47774577400001306,9,0,0.00377538300000424,9,0.0004477650000040967,10,1,0.0009348800000026358,9,0,0.00031153999999844473,9,0,0.00031122100000402497
80,35,0.017164708999999334,35,0,0.022151320999995505,35,0,0.3982100009999954,35,0,0.03219767299999887,35,0.005600709999995956,35,0,0.01097004800000434,91,6,0.03843007000000398,35,0,0.011394284000004973
81,29,0.01210248800001068,29,0,0.01700002900000186,51,0,0.3785058170000042,35,0,0.0990561079999992,29,0.020777099999989446,55,4,0.0572619059999937,63,0,0.035160812000000874,36,1,0.04739518600000281
82,22,0.005090634999987742,22,3,0.21019820899999786,30,0,0.009608544999991864,30,0,0.009653522999997222,22,0.00471784300000877,26,2,0.01541038000000583,28,0,0.06398156100000563,27,3,0.035522732000004
83,13,0.0018571570000034399,13,0,0.001975729999998066,13,0,0.0018840810000000374,13,0,0.0016386270000054992,13,0.0020423410000063313,13,0,0.0024326489999992873,13,0,0.0021084990000019843,13,0,0.0019163869999943017
84,61,0.08670899400000565,61,4,0.349725413999991,67,0,0.06968200299999694,67,0,0.0751719630000025,61,0.12943933399999707,72,5,1.047993524000006,69,0,0.10128048400000011,66,1,0.3930395750000031
85,14,0.0011544420000006994,14,0,0.0013987939999964283,14,0,0.016669129999996812,14,0,0.0054651549999960025,14,0.0015270990000004758,14,0,0.0025505770000080474,20,2,0.01061770599999079,14,0,0.003344823999995583
86,40,0.033091589000008526,40,2,0.2071785269999964,56,0,0.28561842499999557,40,1,0.11122448500000814,40,0.014325717000005511,56,6,0.15535498600000608,57,1,0.047879553999990776,41,1,0.04579505300000619
87,68,0.06278415199999188,68,6,0.3622346930000049,112,5,0.34300166500000273,110,4,0.3634287690000093,68,0.058536013000008325,79,7,0.3118682410000133,100,12,3.0567017710000073,71,3,0.4147353339999995
88,48,0.04455708899999422,48,14,0.5663896549999947,48,3,0.21510737699999538,48,3,0.29517502900000636,48,0.04323436899998967,68,8,0.3201086050000015,48,0,0.039910144999993236,63,5,0.2139785009999997
89,66,0.10416490299999737,66,4,0.3553397510000025,78,0,0.0699636449999872,78,0,0.07926096600000676,66,0.06950655599999322,94,8,0.5816078929999975,84,0,0.11187252099999512,81,3,0.4419662439999996
90,62,0.07939124600000014,,,,82,2,0.31581843700000434,72,2,0.2043601280000047,62,0.08086693500000308,77,9,0.3547371869999978,87,3,0.40116740499999537,108,8,1.077546177000002
91,41,0.01086898999999164,41,0,0.037613574999994626,77,2,0.32169088600001317,55,1,0.20746903199999167,41,0.026747010999997656,44,1,0.06409398000000976,71,0,0.06294489500000111,,,
92,27,0.002456722999994554,27,3,0.2193528399999991,33,1,0.1955926529999914,33,1,0.04662707399999988,27,0.012652043999992202,27,0,0.018336574999992195,33,0,0.006990290999993931,27,0,0.01779439700000296
93,,9.342499998865605e-05,,,,,,,,,,,0.10156460000000322,,,,,,,,,
94,36,0.01123196700001472,36,4,0.19197959299998502,36,0,0.0104682500000024,36,0,0.008781920000018317,36,0.010801299999997127,44,4,0.04924368700000059,36,0,0.010528852000021516,36,0,0.01990912600001593
95,65,0.09256055299999844,65,5,0.34747756999999524,73,2,0.040685060999976486,73,2,0.1308207760000073,65,0.0599087870000119,88,11,0.7345517690000065,67,2,0.8260697649999997,67,2,0.16874439099998995
96,61,0.10285518800000659,61,1,0.15347799799999962,79,0,0.11976425399998902,79,0,0.13702541799997903,61,0.06134930100000702,78,7,0.5579195640000023,65,0,0.28040760600001136,61,0,0.12439132599999425
97,77,0.10012376500000641,77,10,1.7983965859999955,81,1,0.0669131549999804,81,1,0.08916646400001582,77,0.055821161999972446,137,8,0.30605400300001406,81,0,0.25596791399999574,84,1,0.25259333200000356
98,53,0.03604761299999382,53,2,0.14468770900001005,55,0,0.02405601099999899,55,0,0.024188586999997597,53,0.07632416100000228,63,6,0.28194001599999297,57,0,0.12767884699999854,57,0,0.130926235000004
99,31,0.009673934999995026,31,5,0.3091632450000077,47,1,0.21685368499998958,47,1,0.07172970100000953,31,0.020698078000009446,31,0,0.024208597000011878,47,0,0.031102193999998917,33,0,0.02503587999999013
