,norisk d* len,norisk d* t,opp path d* len,opp ctr d*,opp d* t,av path d* len,av ctr d*,av d* t,med path d* len,med ctr d*,med d* t,norisk a* len,norisk a* t,opp path a* len,opp ctr a*,opp a* t,av path a* len,av ctr a*,av a* t,med path a* len,med ctr a*,med a* t
67,53,0.030105447000011054,53,12,0.3589656039999909,,3,0.3660317060000011,55,1,0.21042821599999684,53,0.04864520499999969,82,7,0.19986867600000835,55,0,0.05612453199999834,87,8,0.1310238659999925
68,29,0.005090070000008495,29,2,0.25132716400000277,57,2,0.24573206800000946,57,3,0.10827307499999961,29,0.007321992999990812,33,4,0.03585748800000488,63,2,0.4802008540000031,38,3,0.08545557700000472
69,33,0.005638285000003407,33,3,0.2810492060000058,61,1,0.08720651999999518,43,1,0.16842864199999497,33,0.015305966999989096,34,1,0.0428203559999929,61,0,0.02525098699999262,34,1,0.06023742200000015
70,59,0.06065483099999369,59,1,0.13002853000000414,65,1,0.08804720499999519,65,1,0.10981491900000151,59,0.12360479299999838,73,10,0.7969030650000093,65,0,0.2163777260000046,62,1,0.3224756710000065
71,29,0.011703987999993615,29,0,0.012650168000007511,29,1,0.461852339999993,29,1,0.10056856399999958,29,0.010499789999997233,30,1,0.023116043000001696,32,1,0.012051514000006591,32,1,0.019075837000002593
72,60,0.04390610599999434,60,10,0.5819147829999878,68,1,0.47998010199999896,68,1,0.30787531699999704,60,0.048877802999996334,98,6,0.31734652500000493,68,0,0.06851570599999945,70,4,0.23702876800000183
73,30,0.010219474999999534,30,3,0.03441232300001218,40,0,0.0394331440000002,40,0,0.04056203700000083,30,0.01148042599999144,31,1,0.02283654999999385,40,0,0.011777792000003728,33,1,0.019161784999994325
74,63,0.04869215699999074,63,10,0.3313465709999974,71,1,0.348821920000006,71,1,0.10176308500000175,63,0.09139094100000023,70,5,0.5828414899999927,66,1,0.3239529779999941,93,8,1.1604006580000004
75,15,0.0015472400000078324,15,0,0.0018460750000031112,15,0,0.01360069400000441,15,0,0.006876368999996885,15,0.0019201709999947525,15,0,0.0024575099999992744,19,0,0.01096994699999243,19,0,0.002697292999997103
76,47,0.03384701000000234,47,12,0.19728118700000152,95,1,0.11536015800000143,49,4,0.06544395199999542,47,0.04301552399999764,53,4,0.27627104799999813,102,3,0.8468349099999983,59,6,0.3456114429999957
77,32,0.006837852999993288,32,4,0.22790167600000188,40,1,0.07032712000000174,40,2,0.29682506499999306,32,0.01491365900000119,50,6,0.11226008799999931,39,1,0.4024161829999997,35,1,0.04513639600000374
78,24,0.006036274999999591,24,5,0.024692745999999488,38,0,0.4264425279999955,38,0,0.030410940999999525,24,0.00316147899999919,37,7,0.024041332999999554,38,0,0.006971623999987742,39,7,0.0251119809999949
79,35,0.009168611000006877,35,6,0.04191543700000011,35,1,0.3171522230000079,35,1,0.026492275999999038,35,0.004813001000002259,49,6,0.018933576999998536,37,0,0.004888231999998993,37,0,0.007229249999994636
80,17,0.00126487500000394,17,0,0.0012636379999975134,61,1,0.12040985400000181,17,0,0.010970516999989854,17,0.0031020200000000386,17,0,0.003737303999997721,63,0,0.01170906599999455,17,0,0.00427358999999683
81,37,0.020383068000001003,37,2,0.19261830199999963,43,0,0.015901853000002575,43,0,0.01616921100000468,37,0.017507379999997852,37,0,0.023172107999997138,45,0,0.18543573499999866,45,2,0.10466785799999911
82,43,0.02188036000001148,,4,0.17328489000000502,57,2,0.03443557800000008,57,2,0.15338909199999762,43,0.022468023000001835,62,7,0.03821390100000599,143,10,1.2396571689999973,90,11,0.09387826299999347
83,37,0.01124783599999546,37,4,0.21185147300001006,45,1,0.0437425410000003,45,1,0.044535268999993605,37,0.008372125999997593,75,8,0.11199833299998829,45,0,0.01423530700000697,48,1,0.03284891900000275
84,30,0.012699593999997205,30,2,0.021650896000011244,44,2,0.29120168900000465,44,2,0.24514702999999827,30,0.014831786000002012,43,3,0.07796770299999878,44,0,0.017317058999992696,30,0,0.016457936999998424
85,70,0.1136733129999925,70,3,0.3734684660000056,72,0,0.04945713200000057,72,0,0.0499553430000077,70,0.06348325100000807,79,3,0.2722004320000053,74,0,0.1463517779999961,74,0,0.1301065039999969
